#FID	IID	t1
id1_84	id2_84	1.57991606298544
id1_85	id2_85	-1.07085553335628
id1_86	id2_86	-0.837218462758877
id1_87	id2_87	1.41872351345602
id1_88	id2_88	-1.13628378356796
id1_89	id2_89	0.881960018456055
id1_90	id2_90	-0.832426320812754
id1_91	id2_91	-0.872224537457861
id1_92	id2_92	-0.906571121170732
id1_93	id2_93	-0.485295756626667
id1_94	id2_94	0.636662636471235
id1_95	id2_95	-1.15883236563744
id1_96	id2_96	0.0980629103733549
id1_97	id2_97	0.442922749213038
id1_98	id2_98	-0.288589490370701
id1_99	id2_99	0.544594768235152
id1_100	id2_100	-0.0720131559359468
id1_101	id2_101	-0.750073679512068
id1_102	id2_102	3.67583174725397
id1_103	id2_103	1.62765487090869
id1_104	id2_104	-1.16017831729397
id1_105	id2_105	-0.217623307126591
id1_106	id2_106	-0.311873823907436
id1_107	id2_107	-0.835987341331868
id1_108	id2_108	0.493251569954009
id1_109	id2_109	0.74935158916298
id1_110	id2_110	0.615429676774
id1_111	id2_111	-0.142510753023366
id1_112	id2_112	-0.0915312714322118
id1_113	id2_113	0.608771721308671
id1_114	id2_114	0.445461303321846
id1_115	id2_115	1.79355621292889
id1_116	id2_116	-0.186478089458037
id1_117	id2_117	-0.662319519458233
id1_118	id2_118	1.0277848038382
id1_119	id2_119	-0.6215152333763
id1_120	id2_120	1.10696692022692
id1_121	id2_121	0.410081013698442
id1_122	id2_122	0.400386361074143
id1_123	id2_123	-0.678186994344695
id1_124	id2_124	-0.169057635383612
id1_125	id2_125	0.516638619209225
id1_126	id2_126	-0.179478182177428
id1_127	id2_127	1.80619907020903
id1_128	id2_128	1.00129456760636
id1_129	id2_129	0.598596822468361
id1_130	id2_130	-0.493104246011435
id1_131	id2_131	0.519289263713701
id1_132	id2_132	1.86785960397385
id1_133	id2_133	-1.66362436818289
id1_134	id2_134	-1.19377191313228
id1_135	id2_135	0.776306894716548
id1_136	id2_136	-0.560158890064172
id1_137	id2_137	-0.569109267889124
id1_138	id2_138	0.490579995371696
id1_139	id2_139	0.621108814387038
id1_140	id2_140	0.821857794077272
id1_141	id2_141	-1.63792689593356
id1_142	id2_142	0.944961258230135
id1_143	id2_143	0.28571444260878
id1_144	id2_144	1.03972567837807
id1_145	id2_145	-1.09325462329896
id1_146	id2_146	0.478426856747157
id1_147	id2_147	-1.39319550939584
id1_148	id2_148	0.445424424561088
id1_149	id2_149	0.760518851220756
id1_150	id2_150	0.228310587927212
id1_151	id2_151	-1.82179854408092
id1_152	id2_152	0.686625947242437
id1_153	id2_153	-0.267443142479596
id1_154	id2_154	-0.592637396026093
id1_155	id2_155	0.000526503590169089
id1_156	id2_156	1.38936202451119
id1_157	id2_157	0.117878372015631
id1_158	id2_158	0.212979042240687
id1_159	id2_159	-1.17263267659071
id1_160	id2_160	1.02379344270298
id1_161	id2_161	-1.787466084571
id1_162	id2_162	-0.907035058044734
id1_163	id2_163	-0.01150175241542
id1_164	id2_164	0.54362912278584
id1_165	id2_165	0.629352850531535
id1_166	id2_166	0.305880312989592
id1_167	id2_167	-1.34290500088482
id1_168	id2_168	-1.29679734480753
id1_169	id2_169	0.505349574892423
id1_170	id2_170	0.78723579329993
id1_171	id2_171	1.09898241140732
id1_172	id2_172	3.30923005166373
id1_173	id2_173	1.37026149411958
id1_174	id2_174	0.129472262592998
id1_175	id2_175	-0.117963462402262
id1_176	id2_176	0.385133915211084
id1_177	id2_177	0.143216985029204
id1_178	id2_178	0.105970868502379
id1_179	id2_179	1.79677490477327
id1_180	id2_180	0.4251839299957
id1_181	id2_181	-0.75085972014988
id1_182	id2_182	-0.887200325308075
id1_183	id2_183	0.173914968549657
id1_184	id2_184	0.0111616385493203
id1_185	id2_185	-0.928065878862566
id1_186	id2_186	0.0196652178416328
id1_187	id2_187	-1.14504163581937
id1_188	id2_188	-0.751951581885152
id1_189	id2_189	0.0529443961682191
id1_190	id2_190	-0.531147436505414
id1_191	id2_191	1.09478727588937
id1_192	id2_192	1.04026042627667
id1_193	id2_193	1.26648460556921
id1_194	id2_194	-0.674200116989013
id1_195	id2_195	-0.499982436588863
id1_196	id2_196	2.02579002314956
id1_197	id2_197	0.040135972069001
id1_198	id2_198	2.48441666527415
id1_199	id2_199	-0.0670391898468896
id1_200	id2_200	-0.700291199210365
id1_201	id2_201	0.551210681953545
id1_202	id2_202	0.409036752837225
id1_203	id2_203	-0.338696108638011
id1_204	id2_204	-0.354284366395712
id1_205	id2_205	0.192941794859166
id1_206	id2_206	-1.07832788464163
id1_207	id2_207	0.492144486477084
id1_208	id2_208	-0.835554839005374
id1_209	id2_209	-1.43014563560032
id1_210	id2_210	0.969975474896206
id1_211	id2_211	-0.196140347277406
id1_212	id2_212	-0.920072959435787
id1_213	id2_213	-1.19874351001428
id1_214	id2_214	-0.670716562095055
id1_215	id2_215	1.75901112332361
id1_216	id2_216	1.05284633958694
id1_217	id2_217	0.254793976897458
id1_218	id2_218	-0.982580937805507
id1_219	id2_219	-0.309374469161052
id1_220	id2_220	1.4989577137229
id1_221	id2_221	0.378863494714076
id1_222	id2_222	-0.0103323583169257
id1_223	id2_223	0.961084469660949
id1_224	id2_224	-1.30099436560703
id1_225	id2_225	-0.173984008415079
id1_226	id2_226	-0.468890301824143
id1_227	id2_227	-0.972721441517601
id1_228	id2_228	-0.24145932040437
id1_229	id2_229	0.537998075074132
id1_230	id2_230	1.04367139212921
id1_231	id2_231	-0.751232384943864
id1_232	id2_232	0.34433029838589
id1_233	id2_233	0.849729862454152
id1_234	id2_234	0.992617955534433
id1_235	id2_235	-0.899047398240296
id1_236	id2_236	-0.0452274295058666
id1_237	id2_237	-0.0923565353459484
id1_238	id2_238	-0.819653755185406
id1_239	id2_239	-1.04623409693459
id1_240	id2_240	0.43169804629267
id1_241	id2_241	0.53026183722014
id1_242	id2_242	0.254772452078933
id1_243	id2_243	-0.473543369502598
id1_244	id2_244	-0.392880589655402
id1_245	id2_245	0.260368518590128
id1_246	id2_246	-2.16190246469288
id1_247	id2_247	-0.915661365133138
id1_248	id2_248	-0.602689781342167
id1_249	id2_249	1.39249264924249
id1_250	id2_250	1.62437871172091
id1_251	id2_251	0.011730510130074
id1_252	id2_252	0.552747270245243
id1_253	id2_253	-0.254335563032299
id1_254	id2_254	-0.0354554492355051
id1_255	id2_255	0.252121637589217
id1_256	id2_256	0.356111916923445
id1_257	id2_257	0.285177120320797
id1_258	id2_258	1.75819602563271
id1_259	id2_259	0.695917209018267
id1_260	id2_260	1.85339108358286
id1_261	id2_261	0.246212879111673
id1_262	id2_262	-0.672259097380641
id1_263	id2_263	-0.782388562399889
id1_264	id2_264	1.24582072926036
id1_265	id2_265	0.536658045018964
id1_266	id2_266	0.721893772984322
id1_267	id2_267	0.16952393700652
id1_268	id2_268	1.72935405735528
id1_269	id2_269	0.650174678241685
id1_270	id2_270	-0.50434230126603
id1_271	id2_271	-0.693103668127356
id1_272	id2_272	-0.269989326219324
id1_273	id2_273	0.218100178946741
id1_274	id2_274	-1.03179952250417
id1_275	id2_275	-0.806876530654126
id1_276	id2_276	-1.11106453418013
id1_277	id2_277	1.0023315563392
id1_278	id2_278	0.1897184093577
id1_279	id2_279	0.354185441999998
id1_280	id2_280	0.0161148126104218
id1_281	id2_281	1.12859389560069
id1_282	id2_282	-1.41839150366734
id1_283	id2_283	-2.27730060477367
id1_284	id2_284	0.244015699770305
id1_285	id2_285	1.04756640145881
id1_286	id2_286	-2.263913821381
id1_287	id2_287	0.306300273093707
id1_288	id2_288	0.934946964081964
id1_289	id2_289	-0.0367578917890587
id1_290	id2_290	0.797559752121498
id1_291	id2_291	1.94721035841269
id1_292	id2_292	-0.865236812654174
id1_293	id2_293	-0.0879772516283873
id1_294	id2_294	-0.586383845128664
id1_295	id2_295	1.67939261879551
id1_296	id2_296	1.14396103944492
id1_297	id2_297	1.95832394580179
id1_298	id2_298	-0.478249231690426
id1_299	id2_299	-0.45295145704758
id1_300	id2_300	-0.513623165109046
id1_301	id2_301	0.324459432268774
id1_302	id2_302	1.07891656367026
id1_303	id2_303	-0.0189137651824889
id1_304	id2_304	-0.332489964673531
id1_305	id2_305	0.912386793549915
id1_306	id2_306	2.35343952900172
id1_307	id2_307	-1.03860939349397
id1_308	id2_308	-0.340129657832066
id1_309	id2_309	-0.555482786303591
id1_310	id2_310	0.42318561817302
id1_311	id2_311	0.661222912521666
id1_312	id2_312	-0.90299932982116
id1_313	id2_313	0.912071322066863
id1_314	id2_314	1.80639005948088
id1_315	id2_315	0.68744563819165
id1_316	id2_316	0.432990716267014
id1_317	id2_317	-0.117751936001556
id1_318	id2_318	0.0446214648812753
id1_319	id2_319	0.220114198543441
id1_320	id2_320	-0.765073836438759
id1_321	id2_321	0.768327698206198
id1_322	id2_322	-0.215105801771812
id1_323	id2_323	-1.50679684640022
id1_324	id2_324	-0.85384498404852
id1_325	id2_325	0.571817799945562
id1_326	id2_326	-1.77118543394104
id1_327	id2_327	-0.489144524344077
id1_328	id2_328	-1.95977386311726
id1_329	id2_329	-0.738262104984341
id1_330	id2_330	1.07694215448555
id1_331	id2_331	-1.28240657161302
id1_332	id2_332	0.0788149603992112
id1_333	id2_333	-0.772080666565251
id1_334	id2_334	2.28882841774096
id1_335	id2_335	-0.051072087017867
id1_336	id2_336	0.583580271517518
id1_337	id2_337	1.12455017547735
id1_338	id2_338	-0.345545794603794
id1_339	id2_339	0.728451284787088
id1_340	id2_340	1.33522225679683
id1_341	id2_341	1.59862554563756
id1_342	id2_342	1.58296196344312
id1_343	id2_343	-0.448558568820847
id1_344	id2_344	0.00543223996890758
id1_345	id2_345	-0.213346520881337
id1_346	id2_346	-1.38715405973976
id1_347	id2_347	0.758596514254004
id1_348	id2_348	1.76242329266682
id1_349	id2_349	-0.332238601726397
id1_350	id2_350	1.28328783819864
id1_351	id2_351	-0.927745897722353
id1_352	id2_352	-0.25388853214798
id1_353	id2_353	0.246795863141282
id1_354	id2_354	0.197516772596755
id1_355	id2_355	0.797324558141011
id1_356	id2_356	-0.414601409127589
id1_357	id2_357	0.404136148448844
id1_358	id2_358	0.838503769246394
id1_359	id2_359	0.853826655982608
id1_360	id2_360	0.257174210641554
id1_361	id2_361	0.172666733122074
id1_362	id2_362	-0.528517625248154
id1_363	id2_363	-0.902961046612623
id1_364	id2_364	-0.195811638109399
id1_365	id2_365	1.17573241555237
id1_366	id2_366	-2.68690616122713
id1_367	id2_367	-1.19775452883734
id1_368	id2_368	-0.136365104519525
id1_369	id2_369	1.18607132402948
id1_370	id2_370	1.55160841371728
id1_371	id2_371	-0.178956997298984
id1_372	id2_372	-0.633135533590508
id1_373	id2_373	0.355962159870942
id1_374	id2_374	2.43801242202675
id1_375	id2_375	-1.26980088603248
id1_376	id2_376	-0.145130788318098
id1_377	id2_377	0.0553848089855249
id1_378	id2_378	-0.343782202209996
id1_379	id2_379	0.800577156538234
id1_380	id2_380	-1.6405995118454
id1_381	id2_381	0.610361450981834
id1_382	id2_382	-0.575180346492588
id1_383	id2_383	0.679423915532843
id1_384	id2_384	0.0215754925627476
id1_385	id2_385	-1.69077639560844
id1_386	id2_386	-0.196257950927287
id1_387	id2_387	1.33216158993735
id1_388	id2_388	-0.323703453665461
id1_389	id2_389	0.341716492047891
id1_390	id2_390	-0.836764120323322
id1_391	id2_391	0.110091436509866
id1_392	id2_392	-0.823408818246882
id1_393	id2_393	1.92996536477577
id1_394	id2_394	2.7960460473015
id1_395	id2_395	0.166049630586067
id1_396	id2_396	1.09365142153365
id1_397	id2_397	0.5176981576003
id1_398	id2_398	-0.802587011393663
id1_399	id2_399	1.38058472928362
id1_400	id2_400	-0.642671178829356
id1_401	id2_401	-0.0125832072412466
id1_402	id2_402	-0.862699663360548
id1_403	id2_403	0.986505421169601
id1_404	id2_404	1.01499266038405
id1_405	id2_405	-0.142323956168852
id1_406	id2_406	-1.11447462604461
id1_407	id2_407	-0.633140988151115
id1_408	id2_408	0.804106954391209
id1_409	id2_409	0.0323131217670132
id1_410	id2_410	-0.437865062421804
id1_411	id2_411	-0.72001521755154
id1_412	id2_412	-0.114826769105247
id1_413	id2_413	-0.83203169210429
id1_414	id2_414	0.291043612379058
id1_415	id2_415	-0.868493554422173
id1_416	id2_416	0.723169243861146
id1_417	id2_417	-0.926455334357353
id1_418	id2_418	-0.459653968760394
id1_419	id2_419	0.63017142229047
id1_420	id2_420	-1.62787842600635
id1_421	id2_421	-1.26094569565212
id1_422	id2_422	1.92647191488239
id1_423	id2_423	-0.116383619737768
id1_424	id2_424	-0.215550725166329
id1_425	id2_425	0.447299894692956
id1_426	id2_426	-0.122813795548614
id1_427	id2_427	-1.38893563335886
id1_428	id2_428	-0.752710616169478
id1_429	id2_429	-0.168796756262111
id1_430	id2_430	1.281937386621
id1_431	id2_431	0.889591886361188
id1_432	id2_432	-0.608499237079729
id1_433	id2_433	-0.324283749131722
id1_434	id2_434	1.70354419637107
id1_435	id2_435	-1.5137980825324
id1_436	id2_436	0.750228859952203
id1_437	id2_437	-0.411673846939832
id1_438	id2_438	-0.145166770678348
id1_439	id2_439	-0.0174326609592383
id1_440	id2_440	-0.529969564500142
id1_441	id2_441	0.847815475625551
id1_442	id2_442	0.188579266330807
id1_443	id2_443	2.07885446544068
id1_444	id2_444	-0.894339899762583
id1_445	id2_445	0.0224204452057935
id1_446	id2_446	1.30593204595711
id1_447	id2_447	1.40382576850504
id1_448	id2_448	-1.5576435780804
id1_449	id2_449	0.593833937985583
id1_450	id2_450	0.124678284210126
id1_451	id2_451	-0.875624994278095
id1_452	id2_452	1.80562863516347
id1_453	id2_453	-1.26835425189552
id1_454	id2_454	0.881670029684127
id1_455	id2_455	-0.1957114499802
id1_456	id2_456	0.482224765607231
id1_457	id2_457	0.543457564800013
id1_458	id2_458	1.73088961712232
id1_459	id2_459	1.12547428209498
id1_460	id2_460	-0.531417224283521
id1_461	id2_461	0.591728742140837
id1_462	id2_462	-0.904719572443847
id1_463	id2_463	-0.217274162719806
id1_464	id2_464	0.203963218735965
id1_465	id2_465	0.40261809447166
id1_466	id2_466	-1.15751223648287
id1_467	id2_467	1.09450558284881
id1_468	id2_468	-1.27697082844635
id1_469	id2_469	0.46277756121839
id1_470	id2_470	0.729357441590307
id1_471	id2_471	1.90176575040092
id1_472	id2_472	-0.707160954135349
id1_473	id2_473	1.73740982025807
id1_474	id2_474	0.586708856930207
id1_475	id2_475	0.705556796458891
id1_476	id2_476	0.663430340368422
id1_477	id2_477	-1.40853509694712
id1_478	id2_478	2.22024447885661
id1_479	id2_479	-1.53512457486263
id1_480	id2_480	-0.149245357636829
id1_481	id2_481	-1.34876467477628
id1_482	id2_482	0.684620362857054
id1_483	id2_483	0.953819645811009
id1_484	id2_484	-0.262098283896359
id1_485	id2_485	1.05520140734735
id1_486	id2_486	0.342308629602953
id1_487	id2_487	-1.03769414058942
id1_488	id2_488	1.04207781705919
id1_489	id2_489	-1.36919668170525
id1_490	id2_490	-0.47242353195036
id1_491	id2_491	-0.840576180701676
id1_492	id2_492	-1.10893685909206
id1_493	id2_493	-1.60426339877301
id1_494	id2_494	0.432542319676497
id1_495	id2_495	-0.963125568378327
id1_496	id2_496	1.45306904059461
id1_497	id2_497	0.433554239236183
id1_498	id2_498	1.97774192977151
id1_499	id2_499	0.184006766414471
id1_500	id2_500	1.06226656406204
id1_501	id2_501	-0.836300802875088
id1_502	id2_502	-0.126793010627691
id1_503	id2_503	1.66153798622281
id1_504	id2_504	-0.803026499565266
id1_505	id2_505	1.23297981045827
id1_506	id2_506	-2.4144737007946
id1_507	id2_507	1.61366778399538
id1_508	id2_508	0.445904384999275
id1_509	id2_509	0.132537324095567
id1_510	id2_510	0.165876557368809
id1_511	id2_511	-0.0687706992688541
id1_512	id2_512	1.34310838010668
id1_513	id2_513	1.32777033249391
id1_514	id2_514	-0.338239796621016
id1_515	id2_515	0.421699896882401
id1_516	id2_516	-0.64970107545109
id1_517	id2_517	0.352948891167112
id1_518	id2_518	-0.952040842343252
id1_519	id2_519	1.22736923104635
id1_520	id2_520	1.15021478266672
id1_521	id2_521	-0.14168736044707
id1_522	id2_522	-1.30375452944815
id1_523	id2_523	-1.06407084652453
id1_524	id2_524	-1.41966400051342
id1_525	id2_525	-0.175260852697248
id1_526	id2_526	0.422203861221202
id1_527	id2_527	0.830189096166508
id1_528	id2_528	0.488519521714633
id1_529	id2_529	-0.429954924027471
id1_530	id2_530	0.877612198454944
id1_531	id2_531	-0.689507215641406
id1_532	id2_532	0.519518988032826
id1_533	id2_533	-1.62677380710022
id1_534	id2_534	0.378663909765764
id1_535	id2_535	-0.824455537167518
id1_536	id2_536	-0.86989749596203
id1_537	id2_537	-0.331054274923176
id1_538	id2_538	1.70671164497075
id1_539	id2_539	0.528270164039757
id1_540	id2_540	-0.447289347015461
id1_541	id2_541	0.739346612117623
id1_542	id2_542	-0.555258928665503
id1_543	id2_543	0.477563785144651
id1_544	id2_544	-1.57850191842828
id1_545	id2_545	-0.484092090028031
id1_546	id2_546	0.798215178210122
id1_547	id2_547	-0.803789489950779
id1_548	id2_548	0.548418794990354
id1_549	id2_549	-0.316660379235197
id1_550	id2_550	-0.452415736389048
id1_551	id2_551	-1.99543449457554
id1_552	id2_552	0.487978735530564
id1_553	id2_553	-1.47799877074437
id1_554	id2_554	1.09543161760454
id1_555	id2_555	-0.0553501510096085
id1_556	id2_556	1.36642468150432
id1_557	id2_557	-1.76801221850005
id1_558	id2_558	-1.23988849298937
id1_559	id2_559	0.568620545569809
id1_560	id2_560	-1.59238617691747
id1_561	id2_561	0.173440871956838
id1_562	id2_562	0.943903001835367
id1_563	id2_563	0.445928595364137
id1_564	id2_564	0.70267013688284
id1_565	id2_565	-0.882594725331087
id1_566	id2_566	-1.93987588274651
id1_567	id2_567	1.46430234061331
id1_568	id2_568	-0.0757067600280378
id1_569	id2_569	0.677715330336123
id1_570	id2_570	-0.0773251201851811
id1_571	id2_571	-0.144560529789337
id1_572	id2_572	0.121174928478755
id1_573	id2_573	-0.311478033508899
id1_574	id2_574	-0.853495258907369
id1_575	id2_575	-0.130147287213078
id1_576	id2_576	1.05472994803524
id1_577	id2_577	-0.566931952161088
id1_578	id2_578	1.27511067225019
id1_579	id2_579	-0.565076810400936
id1_580	id2_580	0.244900696533478
id1_581	id2_581	-1.84213300204986
id1_582	id2_582	-0.34949791849201
id1_583	id2_583	-0.0453433275402291
id1_584	id2_584	-0.722861746610614
id1_585	id2_585	0.540504963667193
id1_586	id2_586	-0.591046539842035
id1_587	id2_587	-0.930559412694037
id1_588	id2_588	-0.00872010313366546
id1_589	id2_589	-0.937649316320427
id1_590	id2_590	-0.321141531059201
id1_591	id2_591	-1.03835204349821
id1_592	id2_592	-0.794820876500695
id1_593	id2_593	-1.98922765091637
id1_594	id2_594	-0.730076047700718
id1_595	id2_595	-0.646928007836916
id1_596	id2_596	0.416275642839984
id1_597	id2_597	0.265143479396051
id1_598	id2_598	-0.358435290458957
id1_599	id2_599	-1.37246183739434
id1_600	id2_600	0.373582140490383
id1_601	id2_601	1.78187684237895
id1_602	id2_602	-0.200706821729883
id1_603	id2_603	-0.89828803211899
id1_604	id2_604	-0.627068543932705
id1_605	id2_605	-1.38876602527436
id1_606	id2_606	-0.331715973581618
id1_607	id2_607	-0.493031758848139
id1_608	id2_608	-0.584556192588745
id1_609	id2_609	1.82420700512512
id1_610	id2_610	2.00878608826538
id1_611	id2_611	0.918354103746906
id1_612	id2_612	-0.0195686015096351
id1_613	id2_613	-0.0516840449658583
id1_614	id2_614	1.60600744768083
id1_615	id2_615	0.160364601119644
id1_616	id2_616	2.22912770936784
id1_617	id2_617	1.26022042876242
id1_618	id2_618	-0.131973851572065
id1_619	id2_619	-1.43596754813636
id1_620	id2_620	-2.48176576765402
id1_621	id2_621	-0.573248595399874
id1_622	id2_622	1.31684652531413
id1_623	id2_623	0.169372884397615
id1_624	id2_624	1.63160180513787
id1_625	id2_625	0.56833922262314
id1_626	id2_626	2.428403031452
id1_627	id2_627	-0.0571535501280815
id1_628	id2_628	0.187410047630875
id1_629	id2_629	0.214558930708551
id1_630	id2_630	0.0377229228586961
id1_631	id2_631	-0.520848873647201
id1_632	id2_632	0.0200784012480028
id1_633	id2_633	-0.17519614799494
id1_634	id2_634	-1.28166825273038
id1_635	id2_635	-0.701058066741219
id1_636	id2_636	0.252025015559864
id1_637	id2_637	0.482295204723655
id1_638	id2_638	-1.09518141696574
id1_639	id2_639	0.926452293641416
id1_640	id2_640	-0.634552076299255
id1_641	id2_641	1.0357423025498
id1_642	id2_642	-0.192023849757666
id1_643	id2_643	-1.61790910443126
id1_644	id2_644	0.327703249885555
id1_645	id2_645	-0.333681056234524
id1_646	id2_646	-1.39142988515707
id1_647	id2_647	-0.278804733232422
id1_648	id2_648	-0.27351232531356
id1_649	id2_649	-0.73559558906094
id1_650	id2_650	-1.20499942401331
id1_651	id2_651	1.79731823061602
id1_652	id2_652	0.380933312808835
id1_653	id2_653	0.568220595066027
id1_654	id2_654	-0.344362539567465
id1_655	id2_655	-0.787981140331085
id1_656	id2_656	0.943899385092524
id1_657	id2_657	-1.39581751137144
id1_658	id2_658	-1.85481605671777
id1_659	id2_659	0.39712240109471
id1_660	id2_660	0.722938522196261
id1_661	id2_661	0.733885550586324
id1_662	id2_662	0.846721704466194
id1_663	id2_663	-1.48164744068252
id1_664	id2_664	1.19669624170595
id1_665	id2_665	2.3102263181967
id1_666	id2_666	-0.261637035706797
id1_667	id2_667	1.64159036860824
id1_668	id2_668	-0.514148043014363
id1_669	id2_669	-1.07208443339641
id1_670	id2_670	1.85439449142068
id1_671	id2_671	-1.16381126818152
id1_672	id2_672	-2.64333886839449
id1_673	id2_673	0.146083888310663
id1_674	id2_674	0.83329029134238
id1_675	id2_675	-0.40159423076383
id1_676	id2_676	-0.934862101027524
id1_677	id2_677	-0.257366358034052
id1_678	id2_678	0.575065721741526
id1_679	id2_679	-0.260460640361993
id1_680	id2_680	0.730688889099869
id1_681	id2_681	2.44353763530401
id1_682	id2_682	2.2902322988927
id1_683	id2_683	-0.291603778521511
id1_684	id2_684	0.722093880670618
id1_685	id2_685	1.07431337273977
id1_686	id2_686	0.981931936313228
id1_687	id2_687	-0.14969501182342
id1_688	id2_688	-1.20618998117272
id1_689	id2_689	-0.0308498821622896
id1_690	id2_690	-0.229759331912903
id1_691	id2_691	0.0489655171362822
id1_692	id2_692	-0.973415013201643
id1_693	id2_693	-1.6618594933143
id1_694	id2_694	-0.197872623990635
id1_695	id2_695	1.98690303680763
id1_696	id2_696	0.343663825079157
id1_697	id2_697	-0.942020778342356
id1_698	id2_698	-1.08925701852935
id1_699	id2_699	-0.836893577635861
id1_700	id2_700	-0.67123333184545
id1_701	id2_701	-1.73074833418742
id1_702	id2_702	0.0482093511264535
id1_703	id2_703	0.623331172142112
id1_704	id2_704	-0.173949819164659
id1_705	id2_705	-0.387603095520444
id1_706	id2_706	2.00369204761806
id1_707	id2_707	-0.504221577690948
id1_708	id2_708	2.05033020307409
id1_709	id2_709	0.203866565905276
id1_710	id2_710	-1.36849048460196
id1_711	id2_711	0.784390855831744
id1_712	id2_712	0.361939789436653
id1_713	id2_713	0.0485643177569916
id1_714	id2_714	0.229425059276654
id1_715	id2_715	2.101781511811
id1_716	id2_716	1.22272575274695
id1_717	id2_717	-0.703472456707766
id1_718	id2_718	-2.73130408938967
id1_719	id2_719	0.723107359619886
id1_720	id2_720	0.516396493769654
id1_721	id2_721	0.275982544454826
id1_722	id2_722	-0.570022495818965
id1_723	id2_723	0.284990398900056
id1_724	id2_724	-0.0978314768948881
id1_725	id2_725	0.16237128521225
id1_726	id2_726	0.0048732684249477
id1_727	id2_727	0.640371154109953
id1_728	id2_728	-0.88601337958023
id1_729	id2_729	-0.973825743778572
id1_730	id2_730	0.749297151774729
id1_731	id2_731	0.236244515283721
id1_732	id2_732	-0.653319319711831
id1_733	id2_733	-0.904040604405757
id1_734	id2_734	-0.115282415440731
id1_735	id2_735	0.694955494251526
id1_736	id2_736	-0.894030889982743
id1_737	id2_737	1.40492540030292
id1_738	id2_738	-0.680925963088142
id1_739	id2_739	0.0538549629402676
id1_740	id2_740	-0.653724696921252
id1_741	id2_741	-0.4884865815057
id1_742	id2_742	-1.15251073697794
id1_743	id2_743	0.967219497268046
id1_744	id2_744	0.522416119333074
id1_745	id2_745	-0.670555517079224
id1_746	id2_746	-0.933258360377936
id1_747	id2_747	0.791630029892855
id1_748	id2_748	-1.29126117730104
id1_749	id2_749	-0.909940867273639
id1_750	id2_750	-0.403161370828172
id1_751	id2_751	1.08640636414173
